idx,nbest_size,top1_entity_recall,oracle_entity_recall,top1_hotword_only_cer,oracle_hotword_only_cer,top1_cer,oracle_cer,oracle_rank,oracle_beats_top1,top1_hit_rate,oracle_hit_rate
621,14.0,1.0,1.0,0.0,0.0,0.13333333333333333,0.0,6.0,0.0,,
622,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
623,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
624,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
625,4.0,0.0,0.0,0.5,0.5,0.15384615384615385,0.07692307692307693,3.0,0.0,,
626,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
627,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
628,6.0,0.0,0.0,1.0,1.0,0.13333333333333333,0.13333333333333333,1.0,0.0,,
629,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
630,6.0,1.0,1.0,0.0,0.0,0.06666666666666667,0.0,2.0,0.0,,
631,7.0,1.0,1.0,0.0,0.0,0.06666666666666667,0.0,5.0,0.0,,
632,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
633,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
634,2.0,1.0,1.0,0.0,0.0,0.07692307692307693,0.07692307692307693,1.0,0.0,,
635,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
636,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
637,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
638,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
639,2.0,1.0,1.0,0.0,0.0,0.23076923076923078,0.23076923076923078,1.0,0.0,,
640,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
641,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
642,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
643,5.0,1.0,1.0,0.0,0.0,0.07142857142857142,0.07142857142857142,1.0,0.0,,
644,9.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2,0.1,4.0,0.0,,
645,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
646,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
647,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
648,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
649,18.0,1.0,1.0,0.0,0.0,0.05555555555555555,0.05555555555555555,1.0,0.0,,
650,5.0,1.0,1.0,0.0,0.0,0.3076923076923077,0.3076923076923077,1.0,0.0,,
651,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
652,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
653,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
654,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
655,8.0,1.0,1.0,0.0,0.0,0.13333333333333333,0.13333333333333333,1.0,0.0,,
656,10.0,0.5,0.5,0.25,0.25,0.15384615384615385,0.15384615384615385,1.0,0.0,,
657,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
658,16.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.08,0.08,1.0,0.0,,
659,5.0,1.0,1.0,0.0,0.0,0.1,0.05,5.0,0.0,,
660,9.0,1.0,1.0,0.0,0.0,0.23529411764705882,0.23529411764705882,1.0,0.0,,
661,13.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3,0.3,1.0,0.0,,
662,4.0,1.0,1.0,0.0,0.0,0.07692307692307693,0.07692307692307693,1.0,0.0,,
663,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
664,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
665,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
666,12.0,1.0,1.0,0.0,0.0,0.08333333333333333,0.08333333333333333,1.0,0.0,,
667,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
668,15.0,1.0,1.0,0.0,0.0,0.23076923076923078,0.23076923076923078,1.0,0.0,,
669,16.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
670,11.0,1.0,1.0,0.0,0.0,0.047619047619047616,0.0,2.0,0.0,,
671,16.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
672,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
673,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
674,7.0,1.0,1.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.0,,
675,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
676,15.0,0.0,0.0,0.6,0.4,0.18181818181818182,0.2727272727272727,4.0,1.0,,
677,9.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.07142857142857142,0.07142857142857142,1.0,0.0,,
678,3.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.11764705882352941,0.11764705882352941,1.0,0.0,,
679,7.0,1.0,1.0,0.0,0.0,0.05,0.0,5.0,0.0,,
680,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
681,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
